text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit
2-1739,"['5', '20']","Profil Enuh Nugraha Lulusan ITB yang Disebut Gila Karena Wanita? Berikut Info Usia, Biodata, dan Fakta Menarik",,Disabilitas,"['0', '0']","['0', '0']","['1', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-174,['20'],malem2 senyam senyum sendirian kaya orgil,,Disabilitas,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1740,['5'],"sebenernya mah gampang buat Allah ngancurin israel sebagaimana hancurnya abrahah, atau sebagaimana hancurnya namrud. Tapi waktunya belum pas menurut Allah. sebagaimana firaun saat membunuh bayi dengan waktu terbunuhnya yg cukup jauh waktunya",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1741,['5'],gila sih di ngosngosan bisa se stabil itu,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1742,['5'],Liat biu pake baju tradisional China gini jadi mau kasih biu baju koko 😍😍😍,,Tionghoa,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1743,['5'],Punya Adik sukanya main layangan No Politik Identitas. Eh semalem Chinese Taipei ko tidak Selebrasi ya. #senja sepenggal cerita,,Tionghoa,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1744,['5'],sinyal by'U makin hari makin cacat nih!,,Disabilitas,['0'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
2-1745,['5'],Presiden Jokowi : OKI harus bersatu dan berada di depan selesaikan krisis di Gaza Coldplay Viva La Vida Ahyeon Vagabond LGBT 15 M #IsraelTerrorism Cucu Sore Galaxy S23 FE,,LGBTQ+,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1746,"['5', '18']",> gila gw ada kesalahan fatal > naik 1 poin > KESALAHAN FATAL APALAGI YG HARUS AKU CARI AUAHAHAUAHDDAGHHHHHH,,Disabilitas,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1747,['5'],Lihat apa yg diatakan Tawanan dari Israel perihal Tentara Hamas.,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1748,"['5', '18']",kapan lagi pagi pagi buta uda di padalarang anjis,,Disabilitas,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1749,['5'],"Ketegangan antara China dan Taiwan terus terjadi, di mana China terus ngotot menyebut Taiwan adalah provinsi yang membangkang.",,Tionghoa,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-175,"['20', '18']",korban genoside oleh zionis Israel tanpa pandang bulu; betapa mirisnya banyak dari korban itu juga anak-anak :(,,Jewish,"['0', '0']","['0', '0']","['1', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
2-1750,['5'],Bjir sorry gay content tp ini lucu bgt jyk sweet kyk wow gemes sekali wow pacaran kah broh,,LGBTQ+,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1751,['5'],"Pembantaian Israel dengan mengebom sekitar sekolah UNRWA di Khan Yunis, yang menampung ratusan keluarga pengungsi. #IsraelTerorrist #فلسطين_الان #PalestineGenocide #",,"Jewish, Rohingya",['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1752,['5'],"Kalau males baca dan lihat translate, coba cek gambar peta di paling akhir. You may see the name of GAZA, JERUSALEM, n RAMALLAH but not the name of ISRAEL as a place there. cmiiw",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1753,['5'],"Makin gendut ternyata, baju mulai gamuat. Apakah ini tanda2 bahagia 🫢",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1754,['5'],Solusi konflik Israel vs Palestina:,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1755,['5'],Ganjar menekankan pentingnya kolaborasi teknologi informasi dengan lembaga penegakan hukum. #GanjarDicintaiRakyatRI #CeasefireNOW Unilever Israel jay park Megawati Typingnya ITS A HUMANITARIAN DUTY Mr. Beast Halloween Gus Dur Cimory Moonbyul 28 Oktober eric nam U-20 Wadas,,Jewish,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1756,['5'],"🇵🇸𝙐𝘼𝘿 𝙋𝙀𝘿𝙐𝙇𝙄 𝙋𝘼𝙇𝙀𝙎𝙏𝙄𝙉𝘼 🇵🇸 Konflik antara Israel dan Palestina terus berlanjut berdasarkan data Kementerian Kesehatan di Gaza, setidaknya 8.306 orang tewas dalam serangan udara dan artileri Israel. Jumlah korban itu termasuk 3.457 anak-anak dan 2.136 perempuan.…",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1757,['5'],"Gila aja di Rumah Sakit Pondok Indah @RSPIPondokIndah sdhlah ruang VIP aja nggak bisa istirahat tenang. Msk malam2 msh kedengaran org kerja pukul2 ddg pake palulah,angkat2 apalah berisik skli mengganggu orang yang tinggal di sini utk recovery malah ribut spt nggak care sm pasien",,Disabilitas,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1758,['5'],"gila nih security baru lebih parah sejam sekali nyebat keknya, baek-baek tuh mang paru-paru",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1759,"['5', '20']",Eneg bgt kelakuan Israel ya Allah,,Jewish,"['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '1']","['0', '1']","['0', '0']"
2-176,"['20', '18', '23', '31']","Pemandangan mengerikan terjadi di Gaza bagi wanita, pria dan anak-anak yang terluka akibat pemboman rumah sakit baptis di Gaza oleh serangan udara penjajah zionis Israel. #IsraeliNewNazism #IsraeliNewNazism",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '1', '1', '0']","['1', '1', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '1', '1', '0']","['1', '1', '0', '0']","['0', '0', '0', '0']"
2-1760,['5'],70 Tukang Bangunan Bersaing untuk ke China,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1761,['5'],"Parodi yang menggambarkan kelakuan Israhell Zionist dan media global (termasuk kompas ikut2an) terhadap bangsa Palestina. Sekarang setelah ada perlawanan sengit dari Hamas bilangnya teroris, hello? ISRAEL GO TO HELL!",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1762,['5'],"PERHATIAN TIMUR TENGAH ADALAH BOILER YANG MENDIDIH SAAT INI APAKAH KITA BERADA DI AMBANG PERANG SKALA BESAR? BIDEN: ""KAMI BERADA DI TITIK INFLEKSI GLOBAL"" SAAT AMERIKA SERIKAT MEMBERI LAMPU HIJAU BAGI INVASI TANAH ISRAEL KE GAZA.",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1763,['5'],Israel ❤️ Allah pembelamu #IsraelPalestineConflict #طوفان_الاقصى_ #Isarael #HamasWarCrimes #Israel #Hamas,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1764,"['5', '20']",kalo gua pas koas ambil magister manajemen rs gila gak ya….,,Disabilitas,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1765,['5'],Cacat bgt sumpah wifinya,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1766,['5'],Wts ready china 🇨🇳help rt ya💓 Jungkook rpc We 440.000/ea 🛒exc tax ch 🏡go dom jateng (line atau wa) #zonauangᅠ wts JungKook wtsbts,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1767,['5'],dikasih mimpi jyani terus gue kudu gila model gimana lagi?????,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1768,['5'],Seorang warga Palestina membawa jenazah bayi yang tewas bersama keluarganya akibat serangan udara Israel di Gaza pagi ini. 12.10.2023 BY. Von Edison Alouisci,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1769,['5'],gila yaaa bangtan keren banget tiap member tuhh lagunya bener bener bisa gini vibenyaaa keren banget dah,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-177,"['20', '18', '23', '31']","Ini yg membuat sya selalu kcewa dgn Indonesia. Saat Rusia mnyerang Ukraina, malah muja muji Putin. Saat Rusia mengambil tanah Ukraina, ga ad yg peduli, malah Putin diundang ke Indonesja. Giliran Palestina, buru2 menyalahkan Israel walaupun perang kali ini Hamas duluan yg mnyerang",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '1', '0']","['1', '1', '1', '0']","['0', '0', '0', '0']","['0', '0', '1', '0']","['0', '0', '0', '0']","['1', '0', '0', '0']","['0', '0', '0', '0']"
2-1770,"['5', '20']",Salah satu Korban Kebiadaban Zionis Israel,,Jewish,"['0', '1']","['1', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1771,['5'],"Gila panasnya Jakarta, mau ke Soundrenaline agak lebih awal kalo panas begini males ye ~",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1772,['5'],i need rest from here? tapi rl gua jg ga bener bisa gila beneran gua,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1773,['5'],"KAN!!!! Asal umat Kristen mau bersuara, pemerintah mendengar. Ini buktinya setelah sekian taun kita kritik. Mana nih oknum-oknum cemen yg dulu ngebelain nomenklatur ""Isa""? Semoga ga ada lagi yg bermental kepiting seperti kalian. Never drag anyone down to your level. - Rohman",,Kristen,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1774,['5'],"Gila Hayabusa Shobodan plot twist nya gilaaa, gw nonton ini merinding mulu",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1775,['5'],"Sebagai Negara Penjajah, Israel tak Punya Hak Bela Diri Jleb!",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1776,['5'],"Prediksi China Minggu, 12 November 2023 AI: 3789 BBFS: 6537891 CB: 8 & 7 CM: 61.58.39 Shio: Monyet & Naga 2D BB: 31 - 89 - 78 - 16 - 53 - 68 - 65 - 79 - 75 - 38 3D BB: 537 - 789 - 378 - 596 - 653 - 168 4D BB: 6537 - 3789 - 5378 - 8516 TWINS: 66 & 11 Angka Panas: 5 #togelonline",,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1777,['5'],Pentolan HTI Pengasong Khilafah ini memanfaatkan isu Israel Palestina untuk menyebar Propaganda Khilafah dan memprovokasi ajakan Jihad,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1778,['5'],tim renang dengan meraih total 7 medali emas sepanjang karirnya. Selamat kepada para atlet China atas prestasi gemilang mereka! 🏅🇨🇳 #AsianGames2023,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1779,['5'],Rekaman CCTV Siswi Dicolok Tusuk Bakso Hingga Buta di Gresik Hilang,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-178,['20'],anjay pagi buta w udh jogging,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1780,['5'],Serangan Balasan Zionis Israel Memakan Korban Jiwa Sebanyak 232 Orang,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1781,['5'],Paman dan Ponakan sudah tidak punya rasa malu lagi! Sabtu Siang Fedi Nuril Prabowo Anti Buruh Anak BEM Cawapres Cacat Hukum Ozil Norak Bu Susi Fatwa MUI Kebodohan Coldplay Pagiii DP 0% BMTH Boikot Arkhan Kaka Sebulan Kecap Ravel,,Disabilitas,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1782,['5'],Lesson learnt nya adalah: Jangan pernah beranggapan Boneka india itu sama dengan Boneka China Boneka China Mampu menggigit tuannya 🤣 #AMINAjaDulu,,Tionghoa,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1783,['5'],mau beli caratbong v2 tp budget cm 700 bjir nyari kya orgil hahaa,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1784,['5'],"Serangan udara Israel menyasar Rumah Sakit (RS) Indonesia di Jalur Gaza, menewaskan satu staf medis yang sedang berada di dekat rumah sakit tersebut.",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1785,"['5', '20']",Wkwwkwkkww orgil ganteng bgt,,Disabilitas,"['0', '0']","['0', '0']","['1', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1786,['5'],China Utus PM Li Qiang Hadiri KTT G-20 Gantikan Xi Jinping,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1787,['5'],Israel Kirim Kapal Perang ke Laut Merah setelah Diserang Rudal Houthi Yaman,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1788,"['5', '18']",demi allah israel bneran sok asik bgt,,Jewish,"['0', '0']","['0', '0']","['0', '1']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1789,['5'],"gila sih yg biasanya serumah isinya lo doang tbtb ini sekamar berdua sebulan, nguras energi bgt",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-179,['20'],"Gege Akutami emang gila cok sampe beneran ngebunuh Gojo. Padahal hampir semua fans JJK udah invested in Gojo very much. Kek apa ya, Gojo di JJK itu ibarat Lemon di RRQ. Sekarang mereka bakalan trauma. Yuuji be like: ""Akhirnya gw jadi MC lagi""",,Disabilitas,['0'],['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0']
2-1790,['5'],dadakan bgt edan sinting BESOK TICKETING,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1791,['5'],Satpol PP Tertibkan Pedagang Pasar Tumpah di Trotoar Jalan,,UNKNOWN,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1792,['5'],"Roket Hamas Serang Ben Gurion, Bandara Utama Israel dengan Pengamanan Paling Ketat di Dunia",,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1793,"['5', '18']",Jual beli serangan. Gila emang,,Disabilitas,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1794,"['5', '20']",Catat Beli Produk Pendukung Israel Haram,,Jewish,"['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']"
2-1795,['5'],Genosida Setelah zionis meminta utk warga Palestina mengungsi turun ke jalan untuk kosongkan wilayah 👉disaat warga sipil Palestina berada dijalan untuk Ke selatan Gaza Pesawat zionis Israel malah menyerang Mereka dengan menembakkan 20 Rudal Zionis Israel The Real Teroris,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1796,['5'],"Ya Allah, Tuhan Yang Maha Pengasih dan Maha Penyayang. Kami datang kepadaMu dengan hati yang penuh duka dan kekhawatiran untuk saudara-saudara kami di Palestina, terutama di Gaza, yang sedang menghadapi konflik dengan Israel dan penderitaan yang mendalam.",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1797,['5'],"Hasil Pengeluaran CHINA Hari ini Sabtu, 09 September 2023 PRIZE 1 : 0329, SHIO : BABI PRIZE 2 : 6498 PRIZE 3 : 6126 Selamat Kepada Pemenang, Salam JP",,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1798,['5'],Gila settle kan issue,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1799,['5'],kalo gada @hottiestf keanya gua bakal gila 😭👆🏻,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-18,"['20', '23', '31']",israel punya play victim buat aku rasa jijik and jengkel sangat,,Jewish,"['0', '0', '0']","['0', '0', '0']","['1', '1', '0']","['1', '0', '0']","['1', '1', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']"
2-180,"['20', '18', '23', '31']","Israel itu negara teroris yg lagi panik, tentaranya pengecut didukung inteligen lemah, sasaran warga sipil, RS, Kamp pengungsian, Masjid & Gereja. Sangat beda dg pejuang Palestina, sasaran satu-persatu miiter teroris IDF dihancurkan. ------ #FreePalestine #GazaGenocide",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '1', '1', '0']","['1', '1', '0', '0']","['0', '0', '0', '0']","['0', '0', '1', '0']","['1', '0', '1', '0']","['1', '1', '0', '0']","['0', '0', '0', '0']"
2-1800,['5'],Lebih dari 400 warga sipil tewas dan ratusan lainnya masih hilang di bawah reruntuhan seluruh lingkungan yang hancur total oleh pesawat tempur Israel di kamp pengungsi Jabalia. 31.10.23 #FreePalestine #PalestinaHolocaust #Palestine,,"Jewish, Rohingya",['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1801,['5'],Pemerintah @jokowi inisiatif usul agar @DPR_RI sahkan UU pembuktian terbalik UU perampasan aset koruptor UU pembatasan uang kartel UU pencucian uang UU korup hukum mati spt di Neg China Klu DPR ga mau /lambat sahkan Namanya DPR dukung koruptor🤣🙏 Spt kasus Korup BTS Proyek 10…,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1802,['5'],Terlihat Begitu Dipaksakan Gibran Maju Pilpres 2024 Anies Baswedan Najwa Shihab Fuji PKS NGAPAIN AJA ODGJ Panas Guru Nyesel Sri Mulyani Gemoy Muda Bersatu Bu Susi Profesor Pak Ganjar Siang Kamis Puan INKA Ngadem,,Disabilitas,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1803,['5'],ya gabisa milih lah gila apa pilihannya mereka bertiga 😭,,Disabilitas,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1804,['5'],"Umat Kristiani Palestina 1/ Kok bisa gereja di Gaza dibom? Emangnya ada Kristen di Gaza? Ada. Tanah Palestina dulu dihuni Arab Muslim, Kristen, Yahudi. Tapi tiba2, org2 Yahudi Eropa m'aku b'hak atas tanah itu & m'dirikan ""negara"" b'nama Israel. Vid: gereja di yg dibom td mlm.",,"Kristen, Jewish",['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1805,['5'],Geger Tanda Kiamat Dilaporkan Muncul di Israel,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1806,['5'],sekarang baru tau knp orang china kalo jd pengusaha tuh sukses2,,Tionghoa,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1807,['5'],Pancasila dan modeerasi Ariel Ngelunjak Hamas Kompas Running Man Gaza Mauuu Perpanjang Alwi Iran Karni Ilyas Yahudi Israel Ferrari Terobos Kompas Israhell #tolakintoleransi #tolakradikalisme #tolakterorisme,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1808,['5'],Indon jadi pro zionis langsung dikasih paspor kah?,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1809,['5'],"New reborn orba, tabrak semua demi sang keponakan Cawapres Cacat Hukum",,Disabilitas,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-181,['20'],"Video: Israel Serang Kamp Pengungsi Di Tepi Barat, Satu Tewas",,"Jewish, Rohingya",['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1810,['5'],"Prediksi CHINA (25/10/2023.) UTAMAKAN PREDIKSI SENDIRI, Silahkan diikuti Berminat gabung, dan joint ke grub.🙏🙏 #togel #togelchina #togelonline #togelchina #togelindonesia #togelterpercaya #togeljitu #togelakurat #togel4d #togelterbaik #kepritogel",,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1811,['5'],"Asian Games 2022, Pengamat Sebut Timnas U24 Indonesia Bisa Atasi Permainan China Taipei",,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1812,['5'],Militer Israel Perketat Perbatasan saat Diperintahkan Siaga Perang #TempoFoto,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1813,"['5', '20']",Betah lgbt 15 M coldplay sange kebangun tidur udah bugil Open vcs bugil dah siap say Minat wa 085269249175 #vcs,,LGBTQ+,"['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']"
2-1814,['5'],gila nonton siksa neraka teaser nya aja bikin lemes😭,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1815,['5'],Menlu Negara G-7 Bertemu di Jepang Bahas Perang Israel di Gaza,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1816,['5'],"Klo aku ke botas sendirian, gila ga y?",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1817,['5'],Kurang gila apaan lagi isi akun gue nihhhh tadi solo schedule jo skrg fs mana sobat haechan gue belom bales lagi,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1818,['5'],"Internasional: Perang Israel Jadi Senjata Makan Tuan, Ekonomi Bisa Ambruk",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1819,['5'],mode gila si ini,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-182,['20'],"Australia, Swedia dan Irlandia Peringatkan Israel akan Resiko Besar Jika Korban Sipil Terus Berjatuhan",,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1820,['5'],Anjir syokkkk banget gila wkwkwkwk,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1821,"['5', '18']","65 juta/ Minggu. Per bulan 260 juta. Itu per orang. Dana yang dihambur-hamburkan berasal dari sumbangan negara-negara yang dikontrol Zionis seperti Amerika (dari uang pajak rakyatnya) dan dari perusahaan-perusahaan pendukung penjajah (McD, AXA Insurance dll).",,Jewish,"['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']"
2-1822,"['5', '18']",orgil bgt ngerjain 3 tugas yg beda dengan deadline yg sama (h-1) 💅🏻 #akukuat #9sks,,Disabilitas,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1823,['5'],"Prediksi CHINA (26/09/2023.) UTAMAKAN PREDIKSI SENDIRI, Silahkan diikuti Berminat gabung, dan joint ke grub.🙏🙏 #togel #togelchina #togelonline #togelchina #togelindonesia #togelterpercaya #togeljitu #togelakurat #togel4d #togelterbaik #kepritogel",,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1824,['5'],Wartawan India Jadi Sasaran Mata-mata Perusahaan Spyware Israel,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
